fecha,sku,cantidad,cliente_id,canal
2025-11-06,PAL-SK-ART-0524,2,CLI0795,web
2025-11-18,PAL-SK-ART-0524,1,CLI1624,web
2025-12-06,PAL-SK-ART-0524,2,CLI0766,telefono
2025-12-28,PAL-SK-ART-0524,2,CLI0535,web
2025-12-21,PAL-SK-ART-0524,2,CLI0817,presencial
2026-01-01,PAL-SK-ART-0524,2,CLI0560,web
2026-01-15,PAL-SK-ART-0524,2,CLI0579,web
2026-01-27,PAL-SK-ART-0524,2,CLI1126,telefono
2026-01-19,PAL-SK-ART-0524,2,CLI0425,web
2026-01-22,PAL-SK-ART-0524,2,CLI1481,telefono
2026-02-28,PAL-SK-ART-0524,2,CLI1421,presencial
2026-02-11,PAL-SK-ART-0524,2,CLI0532,telefono
2026-02-02,PAL-SK-ART-0524,2,CLI1579,web
2026-02-11,PAL-SK-ART-0524,2,CLI0495,presencial
2026-02-24,PAL-SK-ART-0524,1,CLI1615,presencial
2026-03-07,PAL-SK-ART-0524,2,CLI0703,web
2026-03-19,PAL-SK-ART-0524,2,CLI0435,web
2026-03-17,PAL-SK-ART-0524,1,CLI0192,web
2026-03-14,PAL-SK-ART-0524,1,CLI1406,web
2026-03-12,PAL-SK-ART-0524,1,CLI0748,telefono
2026-04-12,PAL-SK-ART-0524,2,CLI1521,web
2026-04-12,PAL-SK-ART-0524,1,CLI1269,presencial
2026-04-07,PAL-SK-ART-0524,1,CLI1928,web
2026-05-22,PAL-SK-ART-0524,3,CLI0641,web
2026-05-04,PAL-SK-ART-0524,2,CLI1072,web
2026-05-10,PAL-SK-ART-0524,2,CLI1011,web
2025-07-28,PAL-SK-ART-0525,1,CLI1131,telefono
2025-08-21,PAL-SK-ART-0525,2,CLI0596,telefono
2025-08-02,PAL-SK-ART-0525,2,CLI0973,web
2025-08-19,PAL-SK-ART-0525,1,CLI1723,web
2025-08-20,PAL-SK-ART-0525,1,CLI1542,web
2025-09-03,PAL-SK-ART-0525,1,CLI1240,presencial
2025-09-15,PAL-SK-ART-0525,1,CLI0658,web
2025-09-28,PAL-SK-ART-0525,1,CLI1282,telefono
2025-09-03,PAL-SK-ART-0525,1,CLI0816,web
2025-10-01,PAL-SK-ART-0525,3,CLI0696,web
2025-10-11,PAL-SK-ART-0525,2,CLI0471,telefono
2025-10-09,PAL-SK-ART-0525,2,CLI1433,telefono
2025-10-09,PAL-SK-ART-0525,2,CLI0095,web
2025-10-11,PAL-SK-ART-0525,2,CLI0734,web
2025-11-17,PAL-SK-ART-0525,5,CLI1195,telefono
2025-12-10,PAL-SK-ART-0525,7,CLI1275,presencial
2026-01-24,PAL-SK-ART-0525,4,CLI0326,presencial
2026-01-18,PAL-SK-ART-0525,4,CLI1950,telefono
2026-02-20,PAL-SK-ART-0525,11,CLI0746,web
2026-03-03,PAL-SK-ART-0525,3,CLI1123,web
2026-03-11,PAL-SK-ART-0525,3,CLI1637,web
2026-03-25,PAL-SK-ART-0525,2,CLI1326,web
2026-04-14,PAL-SK-ART-0525,2,CLI0435,web
2026-04-28,PAL-SK-ART-0525,2,CLI1008,telefono
2026-04-22,PAL-SK-ART-0525,2,CLI0017,web
2026-04-23,PAL-SK-ART-0525,1,CLI0349,telefono
2026-05-09,PAL-SK-ART-0525,7,CLI1624,web
2025-07-21,PAL-SK-ART-0526,1,CLI1542,web
2025-08-12,PAL-SK-ART-0526,2,CLI1846,web
2025-08-14,PAL-SK-ART-0526,2,CLI1583,web
2025-08-28,PAL-SK-ART-0526,1,CLI0560,web
2025-08-01,PAL-SK-ART-0526,1,CLI0392,presencial
2025-08-23,PAL-SK-ART-0526,1,CLI0666,web
2025-09-20,PAL-SK-ART-0526,2,CLI1145,web
2025-09-28,PAL-SK-ART-0526,1,CLI0452,presencial
2025-10-12,PAL-SK-ART-0526,3,CLI0383,web
2025-10-19,PAL-SK-ART-0526,3,CLI0559,web
2025-10-16,PAL-SK-ART-0526,3,CLI0996,presencial
2025-10-04,PAL-SK-ART-0526,3,CLI1171,telefono
2025-11-25,PAL-SK-ART-0526,1,CLI0494,web
2025-11-13,PAL-SK-ART-0526,1,CLI0218,web
2025-11-25,PAL-SK-ART-0526,1,CLI1177,web
2025-11-14,PAL-SK-ART-0526,1,CLI1215,presencial
2025-12-15,PAL-SK-ART-0526,2,CLI0343,web
2025-12-24,PAL-SK-ART-0526,1,CLI0015,web
2025-12-14,PAL-SK-ART-0526,1,CLI1468,presencial
2026-01-23,PAL-SK-ART-0526,1,CLI1559,web
2026-01-02,PAL-SK-ART-0526,1,CLI1821,web
2026-01-02,PAL-SK-ART-0526,1,CLI1348,telefono
2026-02-14,PAL-SK-ART-0526,7,CLI0283,web
2026-03-10,PAL-SK-ART-0526,4,CLI0614,telefono
2026-03-21,PAL-SK-ART-0526,4,CLI0181,web
2026-04-10,PAL-SK-ART-0526,1,CLI1452,web
2026-04-03,PAL-SK-ART-0526,1,CLI1457,web
2026-04-15,PAL-SK-ART-0526,1,CLI0706,telefono
2026-04-08,PAL-SK-ART-0526,1,CLI1729,web
2026-04-20,PAL-SK-ART-0526,1,CLI1301,presencial
2026-05-01,PAL-SK-ART-0526,2,CLI0895,web
2026-05-08,PAL-SK-ART-0526,2,CLI0600,web
2026-05-27,PAL-SK-ART-0526,2,CLI1301,web
2026-05-06,PAL-SK-ART-0526,2,CLI0576,presencial
2026-05-05,PAL-SK-ART-0526,1,CLI1030,presencial
2025-09-26,PAL-SK-ART-0527,1,CLI0683,web
2025-09-21,PAL-SK-ART-0527,1,CLI0032,web
2025-09-23,PAL-SK-ART-0527,1,CLI0713,web
2025-11-14,PAL-SK-ART-0527,3,CLI0546,web
2025-12-19,PAL-SK-ART-0527,1,CLI1711,web
2025-12-10,PAL-SK-ART-0527,1,CLI0179,presencial
2026-02-07,PAL-SK-ART-0527,1,CLI0394,web
2026-02-08,PAL-SK-ART-0527,1,CLI1435,web
2026-02-28,PAL-SK-ART-0527,1,CLI1641,web
2026-04-18,PAL-SK-ART-0527,2,CLI0659,web
2026-04-25,PAL-SK-ART-0527,1,CLI0823,web
2026-04-14,PAL-SK-ART-0527,1,CLI1082,web
2026-04-10,PAL-SK-ART-0527,1,CLI0315,web
2025-07-07,PAL-SK-ART-0529,10,CLI1328,web
2025-08-25,PAL-SK-ART-0529,8,CLI1912,presencial
2025-09-07,PAL-SK-ART-0529,1,CLI1791,web
2025-09-01,PAL-SK-ART-0529,1,CLI0454,telefono
2025-10-22,PAL-SK-ART-0529,12,CLI0728,telefono
2025-11-19,PAL-SK-ART-0529,7,CLI0941,telefono
2025-12-12,PAL-SK-ART-0529,5,CLI0890,web
2025-12-17,PAL-SK-ART-0529,5,CLI0067,web
2025-12-23,PAL-SK-ART-0529,4,CLI1559,web
2026-01-12,PAL-SK-ART-0529,2,CLI1654,presencial
2026-01-24,PAL-SK-ART-0529,2,CLI1897,presencial
2026-01-06,PAL-SK-ART-0529,2,CLI1502,presencial
2026-01-08,PAL-SK-ART-0529,1,CLI0243,web
2026-01-28,PAL-SK-ART-0529,1,CLI1215,web
2026-02-20,PAL-SK-ART-0529,18,CLI1526,web
2026-03-25,PAL-SK-ART-0529,2,CLI0407,web
2026-03-06,PAL-SK-ART-0529,2,CLI0586,telefono
2026-03-14,PAL-SK-ART-0529,2,CLI0560,web
2026-03-13,PAL-SK-ART-0529,2,CLI1236,telefono
2026-03-06,PAL-SK-ART-0529,2,CLI0912,web
2026-04-04,PAL-SK-ART-0529,16,CLI1889,web
2026-05-11,PAL-SK-ART-0529,6,CLI1880,presencial
2026-05-22,PAL-SK-ART-0529,5,CLI0916,web
2026-05-28,PAL-SK-ART-0529,5,CLI1741,web
2025-07-10,PAL-SK-ART-0530,7,CLI0146,web
2025-08-26,PAL-SK-ART-0530,1,CLI1558,web
2025-08-10,PAL-SK-ART-0530,1,CLI0726,web
2025-09-02,PAL-SK-ART-0530,7,CLI1081,telefono
2025-10-18,PAL-SK-ART-0530,3,CLI1366,telefono
2025-10-21,PAL-SK-ART-0530,3,CLI0981,web
2025-11-16,PAL-SK-ART-0530,3,CLI0955,web
2025-12-22,PAL-SK-ART-0530,1,CLI1801,telefono
2025-12-06,PAL-SK-ART-0530,1,CLI1214,presencial
2026-01-18,PAL-SK-ART-0530,2,CLI1336,web
2026-01-13,PAL-SK-ART-0530,1,CLI0839,web
2026-01-20,PAL-SK-ART-0530,1,CLI0018,telefono
2026-01-22,PAL-SK-ART-0530,1,CLI0002,telefono
2026-02-23,PAL-SK-ART-0530,2,CLI0312,web
2026-02-20,PAL-SK-ART-0530,2,CLI0091,web
2026-02-07,PAL-SK-ART-0530,2,CLI0746,web
2026-02-04,PAL-SK-ART-0530,2,CLI0264,web
2026-02-13,PAL-SK-ART-0530,2,CLI1504,presencial
2026-03-28,PAL-SK-ART-0530,3,CLI0726,presencial
2026-03-26,PAL-SK-ART-0530,2,CLI0996,web
2026-04-09,PAL-SK-ART-0530,3,CLI0531,web
2026-04-18,PAL-SK-ART-0530,2,CLI1440,telefono
2026-05-02,PAL-SK-ART-0530,5,CLI1011,web
2026-05-24,PAL-SK-ART-0530,4,CLI0471,presencial
2025-07-22,PAL-SK-ART-0531,3,CLI0495,telefono
2025-07-27,PAL-SK-ART-0531,3,CLI0328,web
2025-08-19,PAL-SK-ART-0531,1,CLI0844,telefono
2025-08-12,PAL-SK-ART-0531,1,CLI0750,web
2025-08-05,PAL-SK-ART-0531,1,CLI0295,web
2025-09-14,PAL-SK-ART-0531,1,CLI1242,web
2025-10-09,PAL-SK-ART-0531,9,CLI1908,telefono
2025-11-03,PAL-SK-ART-0531,1,CLI1949,web
2025-11-15,PAL-SK-ART-0531,1,CLI1226,presencial
2025-12-28,PAL-SK-ART-0531,1,CLI1832,telefono
2026-01-13,PAL-SK-ART-0531,2,CLI1026,telefono
2026-01-06,PAL-SK-ART-0531,2,CLI1721,web
2026-01-15,PAL-SK-ART-0531,2,CLI0230,web
2026-01-05,PAL-SK-ART-0531,1,CLI0495,telefono
2026-02-09,PAL-SK-ART-0531,3,CLI1312,presencial
2026-02-03,PAL-SK-ART-0531,3,CLI1714,presencial
2026-02-23,PAL-SK-ART-0531,2,CLI1720,web
2026-03-10,PAL-SK-ART-0531,1,CLI1041,web
2026-04-23,PAL-SK-ART-0531,12,CLI1948,web
2026-05-02,PAL-SK-ART-0531,8,CLI1236,web
2025-07-20,PAL-SK-ART-0532,1,CLI1358,presencial
2025-07-28,PAL-SK-ART-0532,1,CLI0635,web
2025-08-16,PAL-SK-ART-0532,1,CLI1352,web
2025-09-01,PAL-SK-ART-0532,1,CLI1214,web
2025-10-12,PAL-SK-ART-0532,3,CLI0774,web
2025-10-06,PAL-SK-ART-0532,3,CLI1562,web
2025-10-23,PAL-SK-ART-0532,2,CLI0317,web
2025-10-19,PAL-SK-ART-0532,2,CLI1685,presencial
2025-11-21,PAL-SK-ART-0532,2,CLI0615,web
2025-11-10,PAL-SK-ART-0532,2,CLI0146,web
2025-11-07,PAL-SK-ART-0532,1,CLI0146,telefono
2025-12-01,PAL-SK-ART-0532,2,CLI1895,web
2025-12-02,PAL-SK-ART-0532,2,CLI1171,presencial
2025-12-09,PAL-SK-ART-0532,1,CLI0115,web
2026-01-16,PAL-SK-ART-0532,1,CLI0324,web
2026-01-16,PAL-SK-ART-0532,1,CLI0435,telefono
2026-01-27,PAL-SK-ART-0532,1,CLI0775,web
2026-01-03,PAL-SK-ART-0532,1,CLI0199,web
2026-01-12,PAL-SK-ART-0532,1,CLI0852,web
2026-02-04,PAL-SK-ART-0532,2,CLI0240,telefono
2026-02-08,PAL-SK-ART-0532,2,CLI1478,web
2026-02-20,PAL-SK-ART-0532,2,CLI0632,web
2026-02-04,PAL-SK-ART-0532,1,CLI1777,web
2026-02-20,PAL-SK-ART-0532,1,CLI1142,web
2026-03-08,PAL-SK-ART-0532,2,CLI0189,web
2026-03-22,PAL-SK-ART-0532,1,CLI0795,telefono
2026-03-02,PAL-SK-ART-0532,1,CLI0641,web
2026-04-26,PAL-SK-ART-0532,2,CLI1651,telefono
2026-04-19,PAL-SK-ART-0532,2,CLI1806,web
2026-04-25,PAL-SK-ART-0532,1,CLI0907,web
2026-04-18,PAL-SK-ART-0532,1,CLI0250,web
2026-05-05,PAL-SK-ART-0532,4,CLI0049,presencial
2026-05-13,PAL-SK-ART-0532,4,CLI0525,presencial
2026-02-05,PAL-SK-ART-0533,1,CLI0861,presencial
2026-02-25,PAL-SK-ART-0533,1,CLI1567,telefono
2025-07-16,PAL-SK-ART-0535,1,CLI0753,web
2025-07-27,PAL-SK-ART-0535,1,CLI1105,presencial
2025-07-25,PAL-SK-ART-0535,1,CLI0127,presencial
2025-07-20,PAL-SK-ART-0535,1,CLI0461,telefono
2025-08-14,PAL-SK-ART-0535,2,CLI0881,web
2025-08-05,PAL-SK-ART-0535,2,CLI1588,web
2025-08-07,PAL-SK-ART-0535,1,CLI0441,web
2025-09-18,PAL-SK-ART-0535,1,CLI1788,web
2025-09-16,PAL-SK-ART-0535,1,CLI0798,presencial
2025-09-19,PAL-SK-ART-0535,1,CLI0242,telefono
2025-09-17,PAL-SK-ART-0535,1,CLI0347,web
2025-10-20,PAL-SK-ART-0535,1,CLI0234,web
2025-10-20,PAL-SK-ART-0535,1,CLI0095,web
2025-10-11,PAL-SK-ART-0535,1,CLI0395,telefono
2025-10-16,PAL-SK-ART-0535,1,CLI0095,telefono
2025-10-21,PAL-SK-ART-0535,1,CLI0714,web
2025-11-12,PAL-SK-ART-0535,1,CLI0126,presencial
2025-11-27,PAL-SK-ART-0535,1,CLI0213,web
2025-11-16,PAL-SK-ART-0535,1,CLI0938,telefono
2025-11-07,PAL-SK-ART-0535,1,CLI0756,presencial
2026-01-25,PAL-SK-ART-0535,5,CLI0793,web
2026-02-08,PAL-SK-ART-0535,2,CLI1045,web
2026-02-02,PAL-SK-ART-0535,1,CLI1781,telefono
2026-02-20,PAL-SK-ART-0535,1,CLI0495,web
2026-03-15,PAL-SK-ART-0535,1,CLI0246,telefono
2026-04-13,PAL-SK-ART-0535,3,CLI1762,telefono
2026-04-26,PAL-SK-ART-0535,3,CLI0627,web
2026-05-14,PAL-SK-ART-0535,2,CLI0777,web
2026-05-03,PAL-SK-ART-0535,2,CLI0317,web
2026-05-01,PAL-SK-ART-0535,2,CLI1475,web
2025-07-03,PAL-SK-ART-0536,4,CLI1694,telefono
2025-08-24,PAL-SK-ART-0536,3,CLI1698,web
2025-08-22,PAL-SK-ART-0536,3,CLI0949,telefono
2025-09-27,PAL-SK-ART-0536,1,CLI0917,web
2025-10-19,PAL-SK-ART-0536,3,CLI0496,presencial
2025-10-19,PAL-SK-ART-0536,3,CLI0570,web
2025-11-08,PAL-SK-ART-0536,1,CLI1489,web
2025-11-04,PAL-SK-ART-0536,1,CLI0428,telefono
2025-11-06,PAL-SK-ART-0536,1,CLI1876,web
2025-11-16,PAL-SK-ART-0536,1,CLI1866,web
2025-12-25,PAL-SK-ART-0536,1,CLI0168,web
2026-01-20,PAL-SK-ART-0536,1,CLI1232,web
2026-02-26,PAL-SK-ART-0536,2,CLI1003,telefono
2026-02-08,PAL-SK-ART-0536,1,CLI0565,web
2026-02-14,PAL-SK-ART-0536,1,CLI0687,web
2026-02-05,PAL-SK-ART-0536,1,CLI0409,web
2026-03-11,PAL-SK-ART-0536,1,CLI1714,web
2026-03-08,PAL-SK-ART-0536,1,CLI1725,presencial
2026-04-01,PAL-SK-ART-0536,1,CLI0625,web
2026-04-07,PAL-SK-ART-0536,1,CLI0985,presencial
2026-04-12,PAL-SK-ART-0536,1,CLI0954,web
2026-04-07,PAL-SK-ART-0536,1,CLI0742,web
2026-04-21,PAL-SK-ART-0536,1,CLI1042,web
2026-05-25,PAL-SK-ART-0536,2,CLI1727,web
2026-05-26,PAL-SK-ART-0536,1,CLI0912,telefono
2026-05-17,PAL-SK-ART-0536,1,CLI1104,web
2025-07-11,PAL-SK-ART-0537,1,CLI0106,web
2025-07-14,PAL-SK-ART-0537,1,CLI0114,web
2025-08-06,PAL-SK-ART-0537,5,CLI1277,web
2025-10-14,PAL-SK-ART-0537,3,CLI1895,web
2025-10-12,PAL-SK-ART-0537,2,CLI0349,web
2025-10-02,PAL-SK-ART-0537,2,CLI0144,web
2025-11-08,PAL-SK-ART-0537,1,CLI0880,presencial
2025-12-17,PAL-SK-ART-0537,1,CLI0662,web
2025-12-03,PAL-SK-ART-0537,1,CLI0553,web
2026-01-24,PAL-SK-ART-0537,1,CLI1215,presencial
2026-02-07,PAL-SK-ART-0537,2,CLI1748,web
2026-02-17,PAL-SK-ART-0537,2,CLI1701,web
2026-02-07,PAL-SK-ART-0537,1,CLI0332,presencial
2026-02-19,PAL-SK-ART-0537,1,CLI0244,presencial
2026-03-12,PAL-SK-ART-0537,1,CLI1181,web
2026-04-13,PAL-SK-ART-0537,5,CLI1343,telefono
2026-05-10,PAL-SK-ART-0537,2,CLI1738,presencial
2026-05-23,PAL-SK-ART-0537,1,CLI1456,web
2026-05-17,PAL-SK-ART-0537,1,CLI0545,telefono
2026-05-04,PAL-SK-ART-0537,1,CLI1389,web
2026-05-25,PAL-SK-ART-0537,1,CLI0576,presencial
2025-07-21,PAL-SK-ART-0538,1,CLI0222,presencial
2025-07-24,PAL-SK-ART-0538,1,CLI0912,web
2025-07-27,PAL-SK-ART-0538,1,CLI0135,web
2025-08-22,PAL-SK-ART-0538,1,CLI1470,telefono
2025-09-04,PAL-SK-ART-0538,2,CLI0091,telefono
2025-09-09,PAL-SK-ART-0538,1,CLI0369,telefono
2025-09-08,PAL-SK-ART-0538,1,CLI0389,telefono
2025-10-04,PAL-SK-ART-0538,2,CLI1900,web
2025-10-18,PAL-SK-ART-0538,2,CLI1827,web
2025-10-04,PAL-SK-ART-0538,2,CLI1892,web
